ID,Nombre,Dirección,Número,Código postal,districtCode,Colonia,altitude,nearbyStations/0,location/lat,location/lon,Tipo de estación,nearbyStations/1,nearbyStations/2,nearbyStations/3,nearbyStations/4,nearbyStations/5,punto_geo
310,310 CALLE 1-AV. PATRIOTISMO,310 - Calle 1-Av. Patriotismo,S/N,3800,1,Ampliación Granada,,309,19.395319,-99.181733,BIKE,311,312,,,,"19.395319,-99.181733"
173,173 MINERÍA-JOSÉ MARTÍ,173 - Minería-Jose Martí,S/N,,1,Ampliación Granada,,168,19.401682,-99.176398,BIKE,169,171,,,,"19.401682,-99.176398"
197,197 MIGUEL DE CERVANTES-FC DE CUERNAVACA,197 - Miguel de Cervantes Saavedra-Ferrocarril de Cuernavaca,S/N,,1,Ampliación Granada,,197,19.440077,-99.204316,"BIKE,TPV",,,,,,"19.440077,-99.204316"
60,60 MAZATLAN-FERNANDO MONTES DE OCA,060 - Mazatlán - Fernando Montes de Oca,S/N,06140,CON,Condesa,,23,19.414191,-99.177123,BIKE,52,62,66,,,"19.414191,-99.177123"
319,319 DIAGONAL SAN ANTONIO-LUZ SAVIÑON,319 - Diagonal San Antonio-Luz Saviñon,S/N,3103,DVN,Del Valle Norte,,298,19.391991,-99.162684,BIKE,318,320,,,,"19.391991,-99.162684"
300,E300 PROVIDENCIA -LUZ SAVIÑON,300 - Providencia -Luz Saviñon,S/N,3103,DVN,Del Valle Norte,,296,19.393268,-99.168333,ELECTRIC_BIKE,301,302,,,,"19.393268,-99.168333"
18,18 REFORMA-RIO RHIN,018 - Reforma - Río Rhin,S/N,06500,CUA,Cuauhtémoc,,17,19.42888,-99.164176,"BIKE,TPV",25,,,,,"19.42888,-99.164176"
444,444 GENERAL MANUEL RINCÓN-AGUSTÍN GUTIERREZ,444 - General Manuel Rincón-Agustín Gutierrez,S/N,3340,GPM,General Pedro Maria Anaya,,431,19.359384,-99.159425,BIKE,432,443,,,,"19.359384,-99.159425"
415,415 SAN FRANCISCO-PARROQUÍA,415 - San Francisco-Parroquía,S/N,3104,DVS,Del Valle Sur,,391,19.371498,-99.17602,BIKE,414,416,,,,"19.371498,-99.17602"
175,E175 MUTUALISMO-JOSÉ MARTí,175 - Mutualismo-José Martí,S/N,,ESC,Escandón,,173,19.400767,-99.172533,ELECTRIC_BIKE,182,300,,,,"19.400767,-99.172533"
149,149 MÉRIDA-ANTONIO ANZA,149 - Mérida-Antonio Anza,S/N,,R-N,Roma Norte,,143,19.41199,-99.155699,BIKE,147,148,,,,"19.41199,-99.155699"
147,147 COAHUILA-ORIZABA,147 - Coahuila-Orizaba,S/N,,R-N,Roma Norte,,145,19.412182,-99.158443,BIKE,149,151,,,,"19.412182,-99.158443"
151,151 CAMPECHE-TONALÁ,151 - Campeche-Tonalá,S/N,,ROM,Roma Sur,,145,19.410529,-99.160873,BIKE,147,155,,,,"19.410529,-99.160873"
105,105 SAN JERONIMO-5 DE FEBRERO,105 - San Jerónimo-5 de Febrero,S/N,06500,CEN,Centro,,101,19.426755,-99.135014,BIKE,104,106,,,,"19.426755,-99.135014"
262,262 REPUBLICA DE CUBA-REPUBLICA DE BRASIL,262 - Republica de Cuba-Republica de Brasil,S/N,,CEN,Centro,,91,19.43693,-99.13395,"BIKE,TPV",92,93,,,,"19.43693,-99.13395"
65,65 MARCONI-TACUBA,065 - Marconi - Tacuba,S/N,06170,CEN,Centro,,52,19.436142,-99.139906,"BIKE,TPV",55,,,,,"19.436142,-99.139906"
475,475 LAGO MURITZ-LAGO ALBERTO,475 LAGO MURITZ-LAGO ALBERTO,S/N,,ANI,Anáhuac I,,468,19.439249,-99.181065,BIKE,474,477,,,,"19.439249,-99.181065"
90,90 JOSE MARIA PINO SUAREZ-CORREGIDORA,090 - José María Pino Suárez - Corregidora,S/N,,CEN,Centro,,88,19.431698,-99.132446,"BIKE,TPV",89,,,,,"19.431698,-99.132446"
94,94 LIC. VERDAD-MONEDA,94 - Lic. Verdad-Moneda,S/N,,CEN,Centro,,94,19.433766,-99.130918,BIKE,,,,,,"19.433766,-99.130918"
295,295 ANAXÁGORAS-EJE 4 SUR XOLA,295 - Anaxágoras-Eje 4 Sur Xola,S/N,3020,NAR,Narvarte Poniente,,281,19.396328,-99.156871,"BIKE,TPV",296,297,,,,"19.396328,-99.156871"
345,345 MIRAFLORES-PATRICIO SANZ,345 - Miraflores-Patricio Sanz,S/N,3100,ISB,Insurgentes San Borja,,334,19.384498,-99.172223,BIKE,335,346,,,,"19.384498,-99.172223"
113,113 GENERAL PRIM-VERSALLES,113 - General Prim-Versalles,S/N,06500,JUA,Juárez,,114,19.430369,-99.154419,BIKE,116,119,,,,"19.430369,-99.154419"
78,78 BENJAMIN HILL-TAMAULIPAS,078 - Benjamín Hill - Tamaulipas,S/N,06170,HIP,Hipódromo,,77,19.407503,-99.177382,"BIKE,TPV",82,,,,,"19.407503,-99.177382"
46,46 DURANGO-SALAMANCA,046 - Durango - Salamanca,S/N,06700,R-N,Roma Norte,,42,19.419214,-99.169732,BIKE,45,51,54,,,"19.419214,-99.169732"
230,230 EDGAR ALAN POE-DICKENS,230 - Edgar Alan Poe-Dickens,S/N,11510,POL,Polanco,,221,19.430098,-99.200074,BIKE,235,236,,,,"19.430098,-99.200074"
217,217 EULER-AV. HORACIO,217 - Euler-Horacio,S/N,11510,POL,Polanco,,207,19.432888,-99.183605,"BIKE,TPV",225,226,,,,"19.432888,-99.183605"
135,135 ÁLVARO OBREGÓN-MORELIA,135 - Álvaro Obregón-Morelia,S/N,,R-N,Roma Norte,,132,19.419225,-99.155099,"BIKE,TPV",133,137,,,,"19.419225,-99.155099"
381,381 SAN LORENZO-MANZANAS,381 - San Lorenzo-Manzanas,S/N,3200,TLA,Tlacoquemecatl,,382,19.375541,-99.177894,BIKE,387,389,,,,"19.375541,-99.177894"
55,55 5 DE MAYO-BOLIVAR,055 - 5 de Mayo - Bolívar,S/N,06700,1,Ampliación Granada,,65,19.434356,-99.138064,"BIKE,TPV",87,88,,,,"19.434356,-99.138064"
17,17 REFORMA-RIO TIBER,017 - Reforma - Rio Tiber,S/N,06500,1,Ampliación Granada,,16,19.427501,-99.167125,"BIKE,TPV",18,25,,,,"19.427501,-99.167125"
174,174 JOAQUÍN GARCIA-IGNACIO MANUEL ALTAMIRANO,174 - Joaquín Garcia-Ignacio Manuel Altamirano,S/N,,1,Ampliación Granada,,160,19.44111,-99.16164,"BIKE,TPV",183,254,,,,"19.44111,-99.16164"
288,288 11 DE ABRIL-AVENIDA 2,288 - 11 De Abril-Avenida 2,S/N,3800,1,Ampliación Granada,,287,19.396333,-99.183575,BIKE,310,311,,,,"19.396333,-99.183575"
470,470 BAHÍA DE LAS PALMAS-BAHÍA DE TODOS LOS SANTOS,470 BAHÍA DE LAS PALMAS-BAHÍA DE TODOS LOS SANTOS,S/N,,2,Anzures,,471,19.435039,-99.173879,BIKE,473,,,,,"19.435039,-99.173879"
435,435 RODRIGUEZ SARO-AVENIDA COYOACÁN,435 - Rodriguez Saro-Avenida Coyoacán,S/N,3230,ACT,Actipan,,433,19.365154,-99.172906,BIKE,434,438,,,,"19.365154,-99.172906"
478,478 LAGUNA DE MAYRÁN-LAGO CHALCO,478 LAGUNA DE MAYRÁN-LAGO CHALCO,S/N,,ANI,Anáhuac I,,473,19.440818,-99.176961,BIKE,474,477,,,,"19.440818,-99.176961"
91,91 REPUBLICA DE CUBA-ALLENDE,091 - Republica de Cuba-Allende,S/N,06500,CEN,Centro,,90,19.4374,-99.137571,BIKE,92,93,,,,"19.4374,-99.137571"
359,359 MATIAS ROMERO -PESTALLOZZI,359 - Matias Romero -Pestallozzi,S/N,3100,DVC,Del Valle Centro,,342,19.379269,-99.161169,"BIKE,TPV",360,374,,,,"19.379269,-99.161169"
292,292 ADOLFO PRIETO-EJE 4 SUR XOLA,292 - Adolfo Prieto-Eje 4 Sur Xola,S/N,3103,DVN,Del Valle Norte,,283,19.396917,-99.166264,BIKE,293,299,,,,"19.396917,-99.166264"
377,377 HERIBERTO FRÍAS-MIGUEL LAURENT,377 - Heriberto Frías-Miguel Laurent,S/N,3104,DVS,Del Valle Sur,,373,19.375394,-99.16375,BIKE,376,400,,,,"19.375394,-99.16375"
400,400 SAN LORENZO-HERIBERTO FRIAS,400 - San Lorenzo-Heriberto Frias,S/N,3104,DVS,Del Valle Sur,,397,19.3726458,-99.1642743,BIKE,398,399,,,,"19.3726458,-99.1642743"
433,433 JOSE MARÍA OLLOQUI-LOPÉZ COSTILLA,433 - Jose María Olloqui-Lopéz Costilla,S/N,3104,DVS,Del Valle Sur,,434,19.363558,-99.170819,BIKE,435,439,,,,"19.363558,-99.170819"
424,424 AMORES-JOSÉ MARÍA RICO (EJE 8),424 - Amores-José María Rico (Eje 8),S/N,3104,DVS,Del Valle Sur,,413,19.367208,-99.170531,BIKE,425,435,,,,"19.367208,-99.170531"
172,172 GENERAL FRANCISCO MURGUIA-JOSE MARTÍ,172 - General Francisco Murguia-Jose Martí,S/N,,ESC,Escandón,,167,19.4034921,-99.1816002,BIKE,170,171,,,,"19.4034921,-99.1816002"
383,383 LUIS CARACCI-2DA. LUIS CARACCI,383 - Luis Caracci-2da. Luis Caracci,S/N,3740,EXI,Extremadura Insurgentes,,366,19.375764,-99.181527,BIKE,382,387,,,,"19.375764,-99.181527"
178,178 TAMAULIPAS-FRANCISCO MURGUÍA,178 - Tamaulipas-Francisco Murguía,S/N,,H-C,Hipódromo Condesa,,166,19.406833,-99.180457,"BIKE,TPV",167,177,,,,"19.406833,-99.180457"
449,E449 ACAPULCO-PUEBLA,449 ACAPULCO-PUEBLA,S/N,,JUA,Juárez,,33,19.42018,-99.174393,ELECTRIC_BIKE,36,37,139,,,"19.42018,-99.174393"
114,114 LUCERNA-ABRAHAM GONZALEZ,114 - Lucerna-Abraham González,S/N,06500,JUA,Juárez,,113,19.428989,-99.153618,BIKE,116,119,,,,"19.428989,-99.153618"
33,E33 LONDRES-FLORENCIA,033 - Londres - Florencia,S/N,06500,JUA,Juárez,,34,19.424234,-99.166431,ELECTRIC_BIKE,35,449,,,,"19.424234,-99.166431"
28,28 TOLEDO-TOKIO,028 - Toledo- Tokio,S/N,06500,JUA,Juárez,,14,19.423542,-99.172494,BIKE,21,22,,,,"19.423542,-99.172494"
296,E296 DIAGONAL SAN ANTONIO-ENRIQUE RÉBSAMEN,296 - Diagonal San Antonio-Enrique Rébsamen,S/N,3020,NAR,Narvarte Poniente,,295,19.394283,-99.158756,ELECTRIC_BIKE,297,300,,,,"19.394283,-99.158756"
451,451 CAMPOS ELÍSEOS-GOLDSMITH,451 CAMPOS ELÍSEOS-GOLDSMITH,S/N,,POL,Polanco,,451,19.42902,-99.201322,BIKE,,,,,,"19.42902,-99.201322"
205,205 TAINE-HOMERO,205 - Taine-Homero,S/N,11510,POL,Polanco,,201,19.435525,-99.184713,BIKE,207,217,,,,"19.435525,-99.184713"
215,215 EDGAR ALAN POE-HORACIO,215 - Edgar Alan Poe-Horacio,S/N,11510,POL,Polanco,,206,19.43384,-99.19968,BIKE,214,221,,,,"19.43384,-99.19968"
407,407 PROL. XOCHICALCO-GENERAL EMILIANO ZAPATA,407 - Prolongación Xochicalco-General Emiliano Zapat,S/N,3320,REE,Residencial Emperadores,,406,19.367294,-99.158694,BIKE,408,410,,,,"19.367294,-99.158694"
56,56 ALVARO OBREGON-MEDELLIN,056 - Alvaro Obregón - Medellin,S/N,06700,R-N,Roma Norte,,47,19.416959,-99.165702,BIKE,51,55,59,,,"19.416959,-99.165702"
44,44 DURANGO-VERACRUZ,044 - Durango - Veracruz,S/N,06140,R-N,Roma Norte,,36,19.418057,-99.174761,BIKE,41,49,50,,,"19.418057,-99.174761"
136,136 ÁLVARO OBREGÓN-TONALÁ,136 - Tonalá-Álvaro Obregón,S/N,,R-N,Roma Norte,,136,19.417715,-99.162729,"BIKE,TPV",,,,,,"19.417715,-99.162729"
144,144 FRONTERA-SAN LUIS POTOSÍ,144 - Frontera-San Luis Potosí,S/N,,R-N,Roma Norte,,140,19.415192,-99.154837,BIKE,143,148,,,,"19.415192,-99.154837"
159,159 HUATABAMPO-EJE 1 PTE. AV. CUAUHTÉMOC,159 - Huatabampo-Eje 1 Pte. Av. Cuauhtémoc,S/N,,ROM,Roma Sur,,155,19.407517,-99.155373,BIKE,158,163,,,,"19.407517,-99.155373"
163,163 TOLUCA-BAJÍO,163 - Toluca-Bajío,S/N,,ROM,Roma Sur,,158,19.405245999999998,-99.156431,BIKE,159,165,,,,"19.405246,-99.156431"
165,165 BAJÍO-EJE 2 PTE. MONTERREY,165 - Bajío-Eje 2 Pte. Monterrey,S/N,,ROM,Roma Sur,,162,19.404268,-99.160503,BIKE,163,,,,,"19.404268,-99.160503"
430,430 TRIPOLI-AV. POPOCATEPETL (EJE 8),430 - Tripoli-Av. Popocatepetl (Eje 8),S/N,3310,SCA,Santa Cruz Atoyac,,409,19.362139,-99.154974,BIKE,429,431,,,,"19.362139,-99.154974"
185,185 GRAL ANTONIO LÉON-GRAL PEDRO A DE LOS S.,185 - General Antonio Léon-General Pedro Antonio de los Santos,S/N,,SMC,San Miguel Chapultepec,,176,19.4128,-99.1828,BIKE,187,190,,,,"19.4128,-99.1828"
329,329 CALLE 13-AVENIDA 1,329 - Calle 13-Avenida 1,S/N,3800,SPP,San Pedro de los Pinos,,312,19.390306,-99.184812,BIKE,328,330,,,,"19.390306,-99.184812"
103,103 JOAQUÍN VELÁZQUEZ DE LEÓN-GARCÍA ICAZBALCETA,103 JOAQUÍN VELÁZQUEZ DE LEÓN-GARCÍA ICAZBALCETA,s/n,,S-R,San Rafael,,103,19.441669,-99.165217,BIKE,,,,,,"19.441669,-99.165217"
270,270 DE LA REPUBLICA-PONCIANO ARRIAGA,270 - De la Republica-Ponciano Arriaga,S/N,,TAB,Tabacalera,,270,19.43676,-99.15387,"BIKE,TPV",,,,,,"19.43676,-99.15387"
438,438 ADOLFO PRIETO-JOSÉ MARÍA OLLOQUI,438 - Adolfo Prieto-José María Olloqui,S/N,3240,1,Ampliación Granada,,434,19.36479722,-99.17458333,BIKE,435,437,,,,"19.36479722,-99.17458333"
16,16 REFORMA-RÍO TIBER,016 - Reforma - Rio Tiber,S/N,06500,1,Ampliación Granada,,9,19.427226,-99.168242,BIKE,23,24,,,,"19.427226,-99.168242"
21,21 REFORMA-DUBLIN,021 - Reforma - Dublin,S/N,06500,1,Ampliación Granada,,7,19.42472,-99.17206,"BIKE,TPV",13,14,28,,,"19.42472,-99.17206"
111,111 GUILLERMO PRIETO-JOAQUÍN VELÁZQUEZ DE LEÓN,111 GUILLERMO PRIETO-JOAQUÍN VELÁZQUEZ DE LEÓN,S/N,,1,Ampliación Granada,,103,19.4382369,-99.1659465,BIKE,160,183,,,,"19.4382369,-99.1659465"
171,171 COMERCIO-JOSE MARTÍ,171 - Comercio-Jose Martí,S/N,,1,Ampliación Granada,,167,19.402584,-99.178199,BIKE,168,173,,,,"19.402584,-99.178199"
227,227 CAMPOS ELÍSEOS-PERIFÉRICO,227 - Campos Elíseos-Periférico,S/N,,1,Ampliación Granada,,213,19.431791,-99.207373,BIKE,219,220,,,,"19.431791,-99.207373"
243,243 MIGUEL DE CERVANTES SAAVEDRA-LAGO FILT,243 - Miguel de Cervantes Saavedra-Lago Filt,S/N,11510,1,Ampliación Granada,,199,19.440839,-99.196712,BIKE,242,244,,,,"19.440839,-99.196712"
259,259 TÓMAS ALVA EDISON-PONCIANO ARRIAGA,259 - Tómas Alva Edison-Ponciano Arriaga,S/N,,1,Ampliación Granada,,256,19.43757,-99.15468,BIKE,,,,,,"19.43757,-99.15468"
322,322 HERIBERTO FRÍAS-CONCEPCIÓN BEISTEGUI,322 - Heriberto Frías-Concepción Beistegui,S/N,3020,1,Ampliación Granada,,321,19.388528,-99.160616,BIKE,323,339,,,,"19.388528,-99.160616"
471,471 BAHÍA DE CHACHALACAS-BAHÍA SANTA BÁRBARA,471 BAHÍA DE CHACHALACAS-BAHÍA SANTA BÁRBARA,S/N,,2,Anzures,,470,19.436287,-99.174888,BIKE,473,474,,,,"19.436287,-99.174888"
363,363 HOLBEIN-PAULO UCELLO,363 - Holbein-Paulo Ucello,S/N,3710,CDD,Ciudad de los Deportes,,362,19.380813,-99.183851,BIKE,365,367,,,,"19.380813,-99.183851"
89,89 REPUBLICA DE GUATEMALA-MONTE DE PIEDAD,089 - República de Guatemala - Monte de Piedad,S/N,,CEN,Centro,,88,19.434946,-99.133989,"BIKE,TPV",90,,,,,"19.434946,-99.133989"
43,43 JUAREZ-REVILLAGIGEDO,043 - Revillagigedo - Juárez,S/N,06700,CEN,Centro,,52,19.435228,-99.146063,"BIKE,TPV",82,,,,,"19.435228,-99.146063"
195,195 AV. PASEO DE LA REFORMA-CTO MAHATMA GANDHI,195 - Circuito Mahatma Gandhi-Av. Paseo de la Reforma,S/N,,CHA,Bosque de Chapultepec,,194,19.424926,-99.185147,"BIKE,TPV",253,261,,,,"19.424926,-99.185147"
62,62 FERNANDO MONTES DE OCA-AMATLAN,062 - Fernando Montes de Oca - Amatlan,S/N,06140,CON,Condesa,,67,19.413322,-99.175202,BIKE,71,74,,,,"19.413322,-99.175202"
20,20 REFORMA-RIO TAMESIS,020 - Reforma- Rio Tamesis,S/N,06500,CUA,Cuauhtémoc,,12,19.430964,-99.160206,BIKE,19,27,,,,"19.430964,-99.160206"
9,9 RIO GUADALQUIVIR-RIO LERMA,009 - Río Guadalquivir - Río Lerma,S/N,06500,CUA,Cuauhtémoc,,4,19.428009,-99.169918,BIKE,5,8,16,,,"19.428009,-99.169918"
358,358 NICOLAS SAN JUAN-MATIAS ROMERO,358 - Nicolas San Juan-Matias Romero,S/N,3100,DVC,Del Valle Centro,,357,19.380168,-99.164222,BIKE,360,373,,,,"19.380168,-99.164222"
316,316 SAN FRANCISCO-CONCEPCIÓN BEISTEGUI,316 - San Francisco-Concepción Beistegui,S/N,3103,DVN,Del Valle Norte,,301,19.391056,-99.1712,BIKE,302,315,,,,"19.391056,-99.1712"
285,285 12 DE OCTUBRE-MINERIA,285 - 12 De Octubre-Mineria,S/N,11800,ESC,Escandón,,171,19.3997946,-99.1775178,BIKE,173,286,,,,"19.3997946,-99.1775178"
76,76 CHILPANCINGO-CAMPECHE,076 - Chilpancingo - Campeche,S/N,06100,HIP,Hipódromo,,70,19.408736,-99.169913,BIKE,71,74,,,,"19.408736,-99.169913"
81,81 AGUASCALIENTES-INSURGENTES,081 - Aguascalientes - Insurgentes,S/N,06100,HIP,Hipódromo,,76,19.408006,-99.168475,BIKE,84,,,,,"19.408006,-99.168475"
84,84 CHILPANCINGO-TLAXCALA,084 - Chilpancingo - Tlaxcala,S/N,06100,HIP,Hipódromo,,81,19.40702,-99.169587,BIKE,83,,,,,"19.40702,-99.169587"
419,419 ACTIPAN-CADIZ,419 - Actipan-Cadiz,S/N,3920,INM,Insurgentes Mixcoac,,418,19.370606,-99.181502,BIKE,420,421,,,,"19.370606,-99.181502"
385,385 POUSSIN-EMPRESA,385 - Poussin-Empresa,S/N,3920,INM,Insurgentes Mixcoac,,384,19.375651,-99.18558,"BIKE,TPV",386,417,,,,"19.375651,-99.18558"
23,23 REFORMA-PRAGA,023 - Reforma - Praga,S/N,06500,JUA,Juárez,,15,19.42517,-99.17105,BIKE,16,22,,,,"19.42517,-99.17105"
375,375 TENAYUCA-DIVISIÓN DEL NORTE,375 - Tenayuca-División Del Norte,S/N,3650,LEV,Letran Valle,,359,19.376865,-99.158818,BIKE,374,376,,,,"19.376865,-99.158818"
276,276 ANAXÁGORAS-OBRERO MUNDIAL,276 - Anaxágoras-Obrero Mundial,S/N,3020,NAR,Narvarte Poniente,,277,19.401986,-99.156366,BIKE,280,281,,,,"19.401986,-99.156366"
241,E241 EJERCITO NAL-JUAN VAZQUEZ DE LA MELLA,241 - Ejercito Nacional-Juan Vazquez de la Mella,S/N,,POL,Polanco,,222,19.43862,-99.20758,ELECTRIC_BIKE,460,,,,,"19.43862,-99.20758"
199,199 ANATOLE FRANCE-AV. EJERCITO NACIONAL,199 - Anatole France-Av. Ejército Nacional,S/N,11510,POL,Polanco,,196,19.437934,-99.197241,BIKE,202,203,,,,"19.437934,-99.197241"
214,214 PLATÓN-HORACIO,214 - Platón-Horacio,S/N,,POL,Polanco,,206,19.434353,-99.20322,BIKE,209,215,,,,"19.434353,-99.20322"
216,216 ALEJANDRO DUMAS-HORACIO,216 - Alejandro Dumas-Horacio,S/N,11510,POL,Polanco,,210,19.433419,-99.195746,"BIKE,TPV",222,,,,,"19.433419,-99.195746"
218,218 HEGEL-IBARBOUROU,218 - Hegel-Ibarbourou,S/N,11510,POL,Polanco,,211,19.432451,-99.188033,BIKE,212,224,,,,"19.432451,-99.188033"
158,158 HUATABAMPO-EJE 1PTE. CUAUHTÉMOC,158 - Huatabampo- Eje 1 Pte. Av. Cuauhtémoc,S/N,,ROM,Roma Sur,,155,19.407447,-99.155717,"BIKE,TPV",159,163,,,,"19.407447,-99.155717"
164,164 BAJÍO-TLACOTALPAN,164 - Bajío-Tlacotalpan,S/N,,ROM,Roma Sur,,157,19.403204,-99.16596,BIKE,161,162,,,,"19.403204,-99.16596"
188,188 GDOR MELCHOR MÚZQUIZ-GDOR IGNACIO ESTEVA,188 - Gobernador Melchor Múzquiz-Gobernador Ignacio Esteva,S/N,,SMC,San Miguel Chapultepec,,186,19.41171,-99.19014,"BIKE,TPV",187,189,,,,"19.41171,-99.19014"
364,364 BOTICHELLI-CDA. DE GIORGONE,364 - Botichelli-Cda. De Giorgone,S/N,3700,SMN,Santa María Nonoalco,,351,19.383063,-99.185858,BIKE,352,365,,,,"19.383063,-99.185858"
393,393 ADOLFO PRIETO-FELIX CUEVAS,393 - Adolfo Prieto-Felix Cuevas,S/N,3200,TLA,Tlacoquemecatl,,380,19.372796,-99.172558,"BIKE,TPV",392,394,,,,"19.372796,-99.172558"
443,443 BRUNO TRAVEN-GOLONDRINAS,443 - Bruno Trave-Avenida México-Coyoacan,S/N,3340,1,Ampliación Granada,,432,19.359655,-99.162025,BIKE,442,444,,,,"19.359655,-99.162025"
12,12 RIO LERMA-VILLALONGIN,012 - Río Lerma - Villalongin,S/N,06500,1,Ampliación Granada,,11,19.432313,-99.161597,BIKE,19,20,85,,,"19.432313,-99.161597"
41,41 REFORMA-AV. DE LA REPUBLICA,041 - Reforma - Av. de la República,S/N,06700,1,Ampliación Granada,,29,19.435637,-99.150137,"BIKE,TPV",,,,,,"19.435637,-99.150137"
57,57 CUERNAVACA-JUAN ESCUTIA,057 - Cuernavaca - Juan Escutia,S/N,06140,1,Ampliación Granada,,48,19.414903,-99.17495,BIKE,49,50,62,,,"19.414903,-99.17495"
74,74 NUEVO LEON-OZULAMA,074 - Nuevo León - Ozulama,S/N,06100,1,Ampliación Granada,,63,19.410343,-99.172831,BIKE,68,71,,,,"19.410343,-99.172831"
232,232 TAINE-RUBEN DARÍO,232 - Taine -  Rubén Darío,S/N,,1,Ampliación Granada,,224,19.42894,-99.185389,BIKE,225,226,,,,"19.42894,-99.185389"
261,261 PASEO DE LA REFORMA - RÍO DE LA PLATA,261 Paseo de la Reforma-Río de la Plata,S/N,,1,Ampliación Granada,,195,19.42495,-99.17246,BIKE,252,253,,,,"19.42495,-99.17246"
264,264 HÉROES FERROCARRILEROS-AV. CENTRAL,264 - H. Ferrocarrileros - Jesús Garcia,S/N,,1,Ampliación Granada,,265,19.440985,-99.152935,BIKE,266,268,,,,"19.440985,-99.152935"
277,277 AMPLIACIÓN TONALÁ-OBRERO MUNDIAL,277 - Ampliación Tonalá-Obrero Mundial,S/N,3020,1,Ampliación Granada,,165,19.401807,-99.15909,BIKE,276,280,,,,"19.401807,-99.15909"
469,E469 BAHÍA DE LA CONCEPCIÓN-BAHÍA DE TODOS LOS SAN,469BAHÍA DELA CONCEPCIÓN-BAHÍA DE TODOS LOS SANTOS,S/N,,2,Anzures,,247,19.434183,-99.173089,ELECTRIC_BIKE,470,472,,,,"19.434183,-99.173089"
452,452 LEIBNITZ-AV. EJERCITO NACIONAL,452 LEIBNITZ-AV. EJERCITO NACIONAL,S/N,,2,Anzures,,452,19.435031,-99.179838,BIKE,,,,,,"19.435031,-99.179838"
274,274 LUIS DONALDO COLOSIO-AV INSURGENTES NORTE,274 Luis Donaldo Colosio - Av. Insurgentes Norte,S/N,,BUE,Buenavista,,176,19.442772,-99.153289,BIKE,268,273,,,,"19.442772,-99.153289"
176,176 AV. JESÜS GARCÏA-LUIS DONALDO COLOSIO,176-LUIS DONALDO COLOSIO - AV. JESÜS GARCÏA,S/N,,BUE,Buenavista,,266,19.442689,-99.152286,BIKE,267,272,,,,"19.442689,-99.152286"
362,362 AUGUSTO RODIN-ALBERTO BALDERAS,362 - Augusto Rodin-Alberto Balderas,S/N,3710,CDD,Ciudad de los Deportes,,367,19.382207,-99.181043,BIKE,368,,,,,"19.382207,-99.181043"
50,50 CUERNAVACA-VERACRUZ,050 - Cuernavaca - Veracruz,S/N,06140,CON,Condesa,,44,19.416938,-99.173648,BIKE,49,57,58,,,"19.416938,-99.173648"
68,68 TAMAULIPAS-MICHOACAN,068 - Tamaulipas - Michoacan,S/N,06170,CON,Condesa,,67,19.411556,-99.17406,"BIKE,TPV",71,74,,,,"19.411556,-99.17406"
4,4 RIO NILO-RIO PANUCO,004 - Río Nilo - Río Panuco,S/N,06500,CUA,Cuauhtémoc,,5,19.428309,-99.171713,BIKE,8,9,10,,,"19.428309,-99.171713"
357,357 MATIAS ROMERO -AMORES,357 - Matias Romero -Amores,S/N,3100,DVC,Del Valle Centro,,356,19.380598,-99.1669248,BIKE,358,373,,,,"19.380598,-99.1669248"
323,323 CONCEPCIÓN BEISTEGUI-GABRIEL MANCERA,323 - Concepción Beistegui-Gabriel Mancera,S/N,3103,DVN,Del Valle Norte,,319,19.389026,-99.163403,BIKE,322,324,,,,"19.389026,-99.163403"
298,298 ROMERO DE TERREROS-GABRIEL MANCERA,298 - Romero De Terreros-Gabriel Mancera,S/N,3103,DVN,Del Valle Norte,,294,19.394073,-99.16214,BIKE,318,319,,,,"19.394073,-99.16214"
182,182 PROGRESO-ASTRONOMOS,182 - PROGRESO-ASTRONOMOS,S/N,,HIP,Hipódromo,,175,19.402089,-99.17139,"BIKE,TPV",179,,,,,"19.402089,-99.17139"
387,387 CADIZ-EMPRESA,387 - Cadiz-Empresa,S/N,3920,INM,Insurgentes Mixcoac,,381,19.37455556,-99.180505555556,BIKE,382,383,,,,"19.37455556,-99.1805055556"
458,458 MONTES URALES-VOLCÁN,458 MONTES URALES-VOLCÁN,S/N,,LCI,Lomas de Chapultepec Sección III,,453,19.428679,-99.206605,BIKE,455,456,,,,"19.428679,-99.206605"
303,303 MONTESITO-AV. INSURGENTES,303 - Montesito-Av. Insurgentes,S/N,3810,NAP,Nápoles,,301,19.394842,-99.173025,"BIKE,TPV",302,304,,,,"19.394842,-99.173025"
354,354 BOSTON-AV. INSURGENTES,354 - Boston-Av. Insurgentes,S/N,3720,NBU,Noche Buena,,353,19.381665,-99.176685,BIKE,361,369,,,,"19.381665,-99.176685"
203,203 TENNYSON-AV. HOMERO,203 - Tennyson-Av. Homero,S/N,11510,POL,Polanco,,196,19.435985,-99.194832,BIKE,204,210,,,,"19.435985,-99.194832"
219,219 ESOPO-FC DE CUERNAVACA,219 - Esopo-FC de Cuernavaca,S/N,11510,POL,Polanco,,213,19.433542,-99.207808,BIKE,220,227,,,,"19.433542,-99.207808"
127,127 PUEBLA-MERIDA,127 -  Puebla-Merida,S/N,,R-N,Roma Norte,,125,19.423318,-99.15833,BIKE,128,130,,,,"19.423318,-99.15833"
