FECHA,DÍA MES,DÍA SEMANA,MES,AÑO,ORGANISMO,LINEA/SERVICIO,AFLUENCIA TARJETA,AFLUENCIA BOLETO,"AFLUENCIA TOTAL
(cifras preliminares)"
2020-07-31,31,Viernes,2020-07,2020,STE-Trolebús,L7 Lomas Estrella-CU,,,6619.0
2020-08-01,01,Sábado,2020-08,2020,STE-Trolebús,L4 Pto Aéreo-Rosario,,,5816.0
2020-08-01,01,Sábado,2020-08,2020,STE-Trolebús,L5 Sn Felipe-Hidalgo,,,3773.0
2020-08-02,02,Domingo,2020-08,2020,STE-Trolebús,L3 Eje 7 Sur,,,440.0
2020-08-02,02,Domingo,2020-08,2020,STE-Trolebús,L5 Sn Felipe-Hidalgo,,,3740.0
2020-08-02,02,Domingo,2020-08,2020,STE-Trolebús,L8 Circuito IPN,,,0.0
2020-08-03,03,Lunes,2020-08,2020,STE-Trolebús,L2 Eje 2 sur,,,739.0
2020-08-03,03,Lunes,2020-08,2020,STE-Trolebús,L4 Pto Aéreo-Rosario,,,8174.0
2020-08-03,03,Lunes,2020-08,2020,STE-Trolebús,L6 Rosario-Chapultepec,,,2548.0
2020-08-04,04,Martes,2020-08,2020,STE-Trolebús,L7 Lomas Estrella-CU,,,5697.0
2020-08-05,05,Miércoles,2020-08,2020,STE-Trolebús,L1 Eje Central,,,51239.0
2020-08-05,05,Miércoles,2020-08,2020,STE-Trolebús,L2 Eje 2 sur,,,1289.0
2020-08-05,05,Miércoles,2020-08,2020,STE-Trolebús,L4 Pto Aéreo-Rosario,,,7509.0
2020-08-06,06,Jueves,2020-08,2020,STE-Trolebús,L2 Eje 2 sur,,,3851.0
2020-08-07,07,Viernes,2020-08,2020,STE-Trolebús,L1 Eje Central,,,53895.0
2020-08-08,08,Sábado,2020-08,2020,STE-Trolebús,L1 Eje Central,,,45635.0
2020-08-08,08,Sábado,2020-08,2020,STE-Trolebús,L4 Pto Aéreo-Rosario,,,5420.0
2020-08-09,09,Domingo,2020-08,2020,STE-Trolebús,L2 Eje 2 sur,,,768.0
2020-08-10,10,Lunes,2020-08,2020,STE-Trolebús,L5 Sn Felipe-Hidalgo,,,6764.0
2020-08-10,10,Lunes,2020-08,2020,STE-Trolebús,L8 Circuito IPN,,,0.0
2020-08-11,11,Martes,2020-08,2020,STE-Trolebús,L2 Eje 2 sur,,,2865.0
2020-08-11,11,Martes,2020-08,2020,STE-Trolebús,L3 Eje 7 Sur,,,3208.0
2020-08-11,11,Martes,2020-08,2020,STE-Trolebús,L6 Rosario-Chapultepec,,,2962.0
2020-08-11,11,Martes,2020-08,2020,STE-Trolebús,L7 Lomas Estrella-CU,,,5513.0
2020-08-12,12,Miércoles,2020-08,2020,STE-Trolebús,L2 Eje 2 sur,,,4510.0
2020-08-12,12,Miércoles,2020-08,2020,STE-Trolebús,L6 Rosario-Chapultepec,,,3879.0
2020-08-13,13,Jueves,2020-08,2020,STE-Trolebús,L2 Eje 2 sur,,,2229.0
2020-08-13,13,Jueves,2020-08,2020,STE-Trolebús,L4 Pto Aéreo-Rosario,,,7074.0
2020-08-13,13,Jueves,2020-08,2020,STE-Trolebús,L7 Lomas Estrella-CU,,,6156.0
2020-08-14,14,Viernes,2020-08,2020,STE-Trolebús,L4 Pto Aéreo-Rosario,,,5548.0
2020-08-14,14,Viernes,2020-08,2020,STE-Trolebús,L5 Sn Felipe-Hidalgo,,,6060.0
2020-08-14,14,Viernes,2020-08,2020,STE-Trolebús,L6 Rosario-Chapultepec,,,3026.0
2020-08-14,14,Viernes,2020-08,2020,STE-Trolebús,L7 Lomas Estrella-CU,,,5750.0
2020-08-15,15,Sábado,2020-08,2020,STE-Trolebús,L1 Eje Central,,,49782.0
2020-08-15,15,Sábado,2020-08,2020,STE-Trolebús,L3 Eje 7 Sur,,,1297.0
2020-08-15,15,Sábado,2020-08,2020,STE-Trolebús,L8 Circuito IPN,,,0.0
2020-08-16,16,Domingo,2020-08,2020,STE-Trolebús,L2 Eje 2 sur,,,727.0
2020-08-16,16,Domingo,2020-08,2020,STE-Trolebús,L4 Pto Aéreo-Rosario,,,7200.0
2020-08-16,16,Domingo,2020-08,2020,STE-Trolebús,L6 Rosario-Chapultepec,,,1538.0
2020-08-16,16,Domingo,2020-08,2020,STE-Trolebús,L8 Circuito IPN,,,0.0
2020-08-17,17,Lunes,2020-08,2020,STE-Trolebús,L1 Eje Central,,,47584.0
2020-08-17,17,Lunes,2020-08,2020,STE-Trolebús,L2 Eje 2 sur,,,4157.0
2020-08-17,17,Lunes,2020-08,2020,STE-Trolebús,L3 Eje 7 Sur,,,5244.0
2020-08-18,18,Martes,2020-08,2020,STE-Trolebús,L2 Eje 2 sur,,,1699.0
2020-08-18,18,Martes,2020-08,2020,STE-Trolebús,L8 Circuito IPN,,,0.0
2020-08-19,19,Miércoles,2020-08,2020,STE-Trolebús,L5 Sn Felipe-Hidalgo,,,5887.0
2020-08-19,19,Miércoles,2020-08,2020,STE-Trolebús,L7 Lomas Estrella-CU,,,6940.0
2020-08-20,20,Jueves,2020-08,2020,STE-Trolebús,L4 Pto Aéreo-Rosario,,,8718.0
2020-08-22,22,Sábado,2020-08,2020,STE-Trolebús,L4 Pto Aéreo-Rosario,,,7028.0
2020-08-22,22,Sábado,2020-08,2020,STE-Trolebús,L8 Circuito IPN,,,0.0
2020-08-23,23,Domingo,2020-08,2020,STE-Trolebús,L1 Eje Central,,,27403.0
2020-08-23,23,Domingo,2020-08,2020,STE-Trolebús,L3 Eje 7 Sur,,,2816.0
2020-08-23,23,Domingo,2020-08,2020,STE-Trolebús,L4 Pto Aéreo-Rosario,,,6406.0
2020-08-23,23,Domingo,2020-08,2020,STE-Trolebús,L6 Rosario-Chapultepec,,,2130.0
2020-08-23,23,Domingo,2020-08,2020,STE-Trolebús,L7 Lomas Estrella-CU,,,3077.0
2020-08-24,24,Lunes,2020-08,2020,STE-Trolebús,L3 Eje 7 Sur,,,1633.0
2020-08-24,24,Lunes,2020-08,2020,STE-Trolebús,L4 Pto Aéreo-Rosario,,,8208.0
2020-08-24,24,Lunes,2020-08,2020,STE-Trolebús,L7 Lomas Estrella-CU,,,5409.0
2020-08-25,25,Martes,2020-08,2020,STE-Trolebús,L1 Eje Central,,,45568.0
2020-08-25,25,Martes,2020-08,2020,STE-Trolebús,L4 Pto Aéreo-Rosario,,,10430.0
2020-08-25,25,Martes,2020-08,2020,STE-Trolebús,L5 Sn Felipe-Hidalgo,,,6991.0
2020-08-25,25,Martes,2020-08,2020,STE-Trolebús,L7 Lomas Estrella-CU,,,6093.0
2020-08-26,26,Miércoles,2020-08,2020,STE-Trolebús,L1 Eje Central,,,47837.0
2020-08-26,26,Miércoles,2020-08,2020,STE-Trolebús,L2 Eje 2 sur,,,4746.0
2020-03-03,03,Martes,2020-03,2020,Ecobici,N/A,,,31855.0
2020-03-08,08,Domingo,2020-03,2020,Ecobici,N/A,,,11911.0
2020-03-10,10,Martes,2020-03,2020,Ecobici,N/A,,,31211.0
2020-03-12,12,Jueves,2020-03,2020,Ecobici,N/A,,,30986.0
2020-03-14,14,Sábado,2020-03,2020,Ecobici,N/A,,,11216.0
2020-03-16,16,Lunes,2020-03,2020,Ecobici,N/A,,,8360.0
2020-03-17,17,Martes,2020-03,2020,Ecobici,N/A,,,22169.0
2020-03-18,18,Miércoles,2020-03,2020,Ecobici,N/A,,,19509.0
2020-03-21,21,Sábado,2020-03,2020,Ecobici,N/A,,,6760.0
2020-03-25,25,Miércoles,2020-03,2020,Ecobici,N/A,,,10541.0
2020-03-26,26,Jueves,2020-03,2020,Ecobici,N/A,,,9691.0
2020-03-29,29,Domingo,2020-03,2020,Ecobici,N/A,,,4125.0
2020-03-31,31,Martes,2020-03,2020,Ecobici,N/A,,,7780.0
2020-04-02,02,Jueves,2020-04,2020,Ecobici,N/A,,,6355.0
2020-04-03,03,Viernes,2020-04,2020,Ecobici,N/A,,,6324.0
2020-04-04,04,Sábado,2020-04,2020,Ecobici,N/A,,,4268.0
2020-04-05,05,Domingo,2020-04,2020,Ecobici,N/A,,,3542.0
2020-04-09,09,Jueves,2020-04,2020,Ecobici,N/A,,,3785.0
2020-04-11,11,Sábado,2020-04,2020,Ecobici,N/A,,,3702.0
2020-04-13,13,Lunes,2020-04,2020,Ecobici,N/A,,,5714.0
2020-04-14,14,Martes,2020-04,2020,Ecobici,N/A,,,5680.0
2020-04-19,19,Domingo,2020-04,2020,Ecobici,N/A,,,3531.0
2020-04-20,20,Lunes,2020-04,2020,Ecobici,N/A,,,5441.0
2020-04-22,22,Miércoles,2020-04,2020,Ecobici,N/A,,,5276.0
2020-04-23,23,Jueves,2020-04,2020,Ecobici,N/A,,,5137.0
2020-05-01,01,Viernes,2020-05,2020,Ecobici,N/A,,,3726.0
2020-05-04,04,Lunes,2020-05,2020,Ecobici,N/A,,,5360.0
2020-05-05,05,Martes,2020-05,2020,Ecobici,N/A,,,4611.0
2020-05-07,07,Jueves,2020-05,2020,Ecobici,N/A,,,4594.0
2020-05-08,08,Viernes,2020-05,2020,Ecobici,N/A,,,5064.0
2020-05-11,11,Lunes,2020-05,2020,Ecobici,N/A,,,4722.0
2020-05-16,16,Sábado,2020-05,2020,Ecobici,N/A,,,4306.0
2020-05-17,17,Domingo,2020-05,2020,Ecobici,N/A,,,3749.0
2020-05-18,18,Lunes,2020-05,2020,Ecobici,N/A,,,5181.0
2020-05-20,20,Miércoles,2020-05,2020,Ecobici,N/A,,,5035.0
2020-05-25,25,Lunes,2020-05,2020,Ecobici,N/A,,,5807.0
2020-05-27,27,Miércoles,2020-05,2020,Ecobici,N/A,,,5636.0
2020-05-28,28,Jueves,2020-05,2020,Ecobici,N/A,,,5358.0
2020-05-29,29,Viernes,2020-05,2020,Ecobici,N/A,,,6264.0
2020-05-30,30,Sábado,2020-05,2020,Ecobici,N/A,,,4715.0
2020-05-31,31,Domingo,2020-05,2020,Ecobici,N/A,,,3264.0
2020-06-01,01,Lunes,2020-06,2020,Ecobici,N/A,,,6132.0
2020-06-05,05,Viernes,2020-06,2020,Ecobici,N/A,,,6721.0
2020-06-12,12,Viernes,2020-06,2020,Ecobici,N/A,,,6752.0
2020-06-13,13,Sábado,2020-06,2020,Ecobici,N/A,,,5410.0
2020-06-14,14,Domingo,2020-06,2020,Ecobici,N/A,,,4584.0
2020-06-15,15,Lunes,2020-06,2020,Ecobici,N/A,,,6695.0
2020-06-16,16,Martes,2020-06,2020,Ecobici,N/A,,,6965.0
2020-06-19,19,Viernes,2020-06,2020,Ecobici,N/A,,,6880.0
2020-06-21,21,Domingo,2020-06,2020,Ecobici,N/A,,,4210.0
2020-06-22,22,Lunes,2020-06,2020,Ecobici,N/A,,,4903.0
2020-06-23,23,Martes,2020-06,2020,Ecobici,N/A,,,5638.0
2020-06-25,25,Jueves,2020-06,2020,Ecobici,N/A,,,6112.0
2020-06-27,27,Sábado,2020-06,2020,Ecobici,N/A,,,5723.0
2020-06-30,30,Martes,2020-06,2020,Ecobici,N/A,,,7463.0
2020-07-01,01,Miércoles,2020-07,2020,Ecobici,N/A,,,7355.0
2020-07-05,05,Domingo,2020-07,2020,Ecobici,N/A,,,4240.0
2020-07-06,06,Lunes,2020-07,2020,Ecobici,N/A,,,7289.0
2020-07-07,07,Martes,2020-07,2020,Ecobici,N/A,,,7418.0
2020-07-10,10,Viernes,2020-07,2020,Ecobici,N/A,,,8510.0
2020-07-11,11,Sábado,2020-07,2020,Ecobici,N/A,,,6679.0
2020-07-13,13,Lunes,2020-07,2020,Ecobici,N/A,,,8135.0
2020-07-16,16,Jueves,2020-07,2020,Ecobici,N/A,,,9018.0
2020-07-18,18,Sábado,2020-07,2020,Ecobici,N/A,,,6637.0
2020-07-21,21,Martes,2020-07,2020,Ecobici,N/A,,,9235.0
2020-07-23,23,Jueves,2020-07,2020,Ecobici,N/A,,,9441.0
2020-07-26,26,Domingo,2020-07,2020,Ecobici,N/A,,,4991.0
2020-07-30,30,Jueves,2020-07,2020,Ecobici,N/A,,,9140.0
2020-07-31,31,Viernes,2020-07,2020,Ecobici,N/A,,,8632.0
2020-08-01,01,Sábado,2020-08,2020,Ecobici,N/A,,,7136.0
2020-08-02,02,Domingo,2020-08,2020,Ecobici,N/A,,,5535.0
2020-08-04,04,Martes,2020-08,2020,Ecobici,N/A,,,9220.0
2020-08-06,06,Jueves,2020-08,2020,Ecobici,N/A,,,10069.0
2020-08-09,09,Domingo,2020-08,2020,Ecobici,N/A,,,5438.0
2020-08-12,12,Miércoles,2020-08,2020,Ecobici,N/A,,,10051.0
2020-08-14,14,Viernes,2020-08,2020,Ecobici,N/A,,,9128.0
2020-08-15,15,Sábado,2020-08,2020,Ecobici,N/A,,,7159.0
2020-08-19,19,Miércoles,2020-08,2020,Ecobici,N/A,,,10111.0
2020-08-22,22,Sábado,2020-08,2020,Ecobici,N/A,,,8156.0
2020-08-27,27,Jueves,2020-08,2020,Ecobici,N/A,,,9341.0
2020-08-30,30,Domingo,2020-08,2020,Ecobici,N/A,,,6426.0
2020-09-02,02,Miércoles,2020-09,2020,Ecobici,N/A,,,10737.0
2020-09-04,04,Viernes,2020-09,2020,Ecobici,N/A,,,10334.0
2020-09-05,05,Sábado,2020-09,2020,Ecobici,N/A,,,6834.0
2020-09-07,07,Lunes,2020-09,2020,Ecobici,N/A,,,9426.0
2020-09-08,08,Martes,2020-09,2020,Ecobici,N/A,,,10087.0
2020-09-10,10,Jueves,2020-09,2020,Ecobici,N/A,,,9363.0
2020-09-11,11,Viernes,2020-09,2020,Ecobici,N/A,,,11091.0
2020-09-15,15,Martes,2020-09,2020,Ecobici,N/A,,,9279.0
2020-09-19,19,Sábado,2020-09,2020,Ecobici,N/A,,,7282.0
2020-09-21,21,Lunes,2020-09,2020,Ecobici,N/A,,,9853.0
2020-09-22,22,Martes,2020-09,2020,Ecobici,N/A,,,11576.0
2020-10-05,05,Lunes,2020-10,2020,Ecobici,N/A,,,11184.0
2020-10-07,07,Miércoles,2020-10,2020,Ecobici,N/A,,,11595.0
2020-10-08,08,Jueves,2020-10,2020,Ecobici,N/A,,,11981.0
2020-10-09,09,Viernes,2020-10,2020,Ecobici,N/A,,,10801.0
2020-10-10,10,Sábado,2020-10,2020,Ecobici,N/A,,,8841.0
2020-10-23,23,Viernes,2020-10,2020,Ecobici,N/A,,,12102.0
2020-10-25,25,Domingo,2020-10,2020,Ecobici,N/A,,,6982.0
2020-10-29,29,Jueves,2020-10,2020,Ecobici,N/A,,,12001.0
2020-11-04,04,Miércoles,2020-11,2020,Ecobici,N/A,,,11189.0
2020-11-05,05,Jueves,2020-11,2020,Ecobici,N/A,,,11263.0
2020-11-06,06,Viernes,2020-11,2020,Ecobici,N/A,,,11515.0
2020-11-07,07,Sábado,2020-11,2020,Ecobici,N/A,,,8193.0
2020-11-08,08,Domingo,2020-11,2020,Ecobici,N/A,,,6575.0
2020-11-11,11,Miércoles,2020-11,2020,Ecobici,N/A,,,12122.0
2020-11-15,15,Domingo,2020-11,2020,Ecobici,N/A,,,6040.0
2020-11-16,16,Lunes,2020-11,2020,Ecobici,N/A,,,6602.0
2020-11-17,17,Martes,2020-11,2020,Ecobici,N/A,,,10951.0
2020-11-19,19,Jueves,2020-11,2020,Ecobici,N/A,,,11352.0
2020-11-28,28,Sábado,2020-11,2020,Ecobici,N/A,,,8140.0
2020-11-30,30,Lunes,2020-11,2020,Ecobici,N/A,,,10238.0
2020-12-06,06,Domingo,2020-12,2020,Ecobici,N/A,,,6352.0
2020-12-12,12,Sábado,2020-12,2020,Ecobici,N/A,,,8244.0
2020-12-13,13,Domingo,2020-12,2020,Ecobici,N/A,,,6466.0
2020-12-14,14,Lunes,2020-12,2020,Ecobici,N/A,,,10244.0
2020-12-15,15,Martes,2020-12,2020,Ecobici,N/A,,,10846.0
2020-12-16,16,Miércoles,2020-12,2020,Ecobici,N/A,,,10979.0
2020-12-17,17,Jueves,2020-12,2020,Ecobici,N/A,,,10471.0
2020-12-21,21,Lunes,2020-12,2020,Ecobici,N/A,,,7526.0
2020-12-24,24,Jueves,2020-12,2020,Ecobici,N/A,,,5333.0
2020-12-27,27,Domingo,2020-12,2020,Ecobici,N/A,,,4038.0
2020-12-29,29,Martes,2020-12,2020,Ecobici,N/A,,,6555.0
2020-03-01,01,Domingo,2020-03,2020,Metrobús,L4,,,28566.0
2020-03-01,01,Domingo,2020-03,2020,Metrobús,L5,,,51026.0
2020-03-01,01,Domingo,2020-03,2020,Metrobús,L7,,,60291.0
2020-03-02,02,Lunes,2020-03,2020,Metrobús,L1,,,504513.0
2020-03-03,03,Martes,2020-03,2020,Metrobús,L1,,,517633.0
2020-03-03,03,Martes,2020-03,2020,Metrobús,L2,,,204404.0
2020-03-03,03,Martes,2020-03,2020,Metrobús,L4,,,73324.0
2020-03-03,03,Martes,2020-03,2020,Metrobús,L6,,,250489.0
2020-03-04,04,Miércoles,2020-03,2020,Metrobús,L1,,,518016.0
2020-03-04,04,Miércoles,2020-03,2020,Metrobús,L6,,,222017.0
2020-03-06,06,Viernes,2020-03,2020,Metrobús,L1,,,545082.0
2020-03-06,06,Viernes,2020-03,2020,Metrobús,L2,,,208897.0
2020-03-06,06,Viernes,2020-03,2020,Metrobús,L3,,,190327.0
2020-03-06,06,Viernes,2020-03,2020,Metrobús,L5,,,101855.0
2020-03-07,07,Sábado,2020-03,2020,Metrobús,L3,,,127456.0
2020-03-07,07,Sábado,2020-03,2020,Metrobús,L7,,,92774.0
2020-03-08,08,Domingo,2020-03,2020,Metrobús,L6,,,100947.0
2020-03-09,09,Lunes,2020-03,2020,Metrobús,L1,,,310761.0
2020-03-09,09,Lunes,2020-03,2020,Metrobús,L2,,,137225.0
2020-03-09,09,Lunes,2020-03,2020,Metrobús,L7,,,77243.0
2020-03-11,11,Miércoles,2020-03,2020,Metrobús,L1,,,528152.0
2020-03-11,11,Miércoles,2020-03,2020,Metrobús,L2,,,209641.0
2020-03-12,12,Jueves,2020-03,2020,Metrobús,L2,,,206045.0
2020-03-13,13,Viernes,2020-03,2020,Metrobús,L5,,,94950.0
2020-03-14,14,Sábado,2020-03,2020,Metrobús,L1,,,287853.0
2020-03-14,14,Sábado,2020-03,2020,Metrobús,L2,,,129417.0
2020-03-14,14,Sábado,2020-03,2020,Metrobús,L4,,,68171.0
2020-03-14,14,Sábado,2020-03,2020,Metrobús,L5,,,73092.0
2020-03-14,14,Sábado,2020-03,2020,Metrobús,L7,,,92391.0
2020-03-15,15,Domingo,2020-03,2020,Metrobús,L5,,,47887.0
2020-03-16,16,Lunes,2020-03,2020,Metrobús,L7,,,44737.0
2020-03-17,17,Martes,2020-03,2020,Metrobús,L1,,,434263.0
2020-03-17,17,Martes,2020-03,2020,Metrobús,L3,,,160497.0
2020-03-17,17,Martes,2020-03,2020,Metrobús,L5,,,87560.0
2020-03-18,18,Miércoles,2020-03,2020,Metrobús,L1,,,386420.0
2020-03-18,18,Miércoles,2020-03,2020,Metrobús,L3,,,145762.0
2020-03-19,19,Jueves,2020-03,2020,Metrobús,L1,,,362378.0
2020-03-19,19,Jueves,2020-03,2020,Metrobús,L2,,,144814.0
2020-03-19,19,Jueves,2020-03,2020,Metrobús,L3,,,139358.0
2020-03-19,19,Jueves,2020-03,2020,Metrobús,L5,,,75092.0
2020-03-19,19,Jueves,2020-03,2020,Metrobús,L6,,,174964.0
2020-03-20,20,Viernes,2020-03,2020,Metrobús,L4,,,46182.0
2020-03-21,21,Sábado,2020-03,2020,Metrobús,L5,,,51998.0
2020-03-22,22,Domingo,2020-03,2020,Metrobús,L2,,,62499.0
2020-03-22,22,Domingo,2020-03,2020,Metrobús,L4,,,20383.0
2020-03-22,22,Domingo,2020-03,2020,Metrobús,L6,,,75283.0
2020-03-24,24,Martes,2020-03,2020,Metrobús,L5,,,52841.0
2020-03-25,25,Miércoles,2020-03,2020,Metrobús,L1,,,227239.0
2020-03-25,25,Miércoles,2020-03,2020,Metrobús,L4,,,30831.0
2020-03-25,25,Miércoles,2020-03,2020,Metrobús,L5,,,53002.0
2020-03-25,25,Miércoles,2020-03,2020,Metrobús,L6,,,96602.0
2020-03-27,27,Viernes,2020-03,2020,Metrobús,L2,,,92094.0
2020-03-27,27,Viernes,2020-03,2020,Metrobús,L3,,,87774.0
2020-03-27,27,Viernes,2020-03,2020,Metrobús,L4,,,35067.0
2020-03-27,27,Viernes,2020-03,2020,Metrobús,L7,,,66819.0
2020-03-28,28,Sábado,2020-03,2020,Metrobús,L2,,,60591.0
2020-03-28,28,Sábado,2020-03,2020,Metrobús,L3,,,58974.0
2020-03-28,28,Sábado,2020-03,2020,Metrobús,L4,,,28067.0
2020-03-28,28,Sábado,2020-03,2020,Metrobús,L6,,,71290.0
2020-03-29,29,Domingo,2020-03,2020,Metrobús,L3,,,42780.0
2020-03-29,29,Domingo,2020-03,2020,Metrobús,L7,,,17870.0
2020-03-30,30,Lunes,2020-03,2020,Metrobús,L1,,,181813.0
2020-03-30,30,Lunes,2020-03,2020,Metrobús,L3,,,76671.0
2020-03-30,30,Lunes,2020-03,2020,Metrobús,L5,,,47614.0
2020-03-30,30,Lunes,2020-03,2020,Metrobús,L7,,,55011.0
2020-03-31,31,Martes,2020-03,2020,Metrobús,L5,,,46525.0
2020-04-01,01,Míercoles,2020-04,2020,Metrobús,L2,,,77586.0
2020-04-01,01,Míercoles,2020-04,2020,Metrobús,L3,,,74755.0
2020-04-01,01,Míercoles,2020-04,2020,Metrobús,L4,,,26724.0
2020-04-01,01,Míercoles,2020-04,2020,Metrobús,L5,,,46544.0
2020-04-02,02,Jueves,2020-04,2020,Metrobús,L1,,,151359.0
2020-04-03,03,Viernes,2020-04,2020,Metrobús,L2,,,71727.0
2020-04-03,03,Viernes,2020-04,2020,Metrobús,L5,,,39205.0
2020-04-03,03,Viernes,2020-04,2020,Metrobús,L7,,,48884.0
2020-04-04,04,Sábado,2020-04,2020,Metrobús,L1,,,87929.0
2020-04-05,05,Domingo,2020-04,2020,Metrobús,L3,,,30458.0
2020-04-05,05,Domingo,2020-04,2020,Metrobús,L7,,,17117.0
2020-04-06,06,Lunes,2020-04,2020,Metrobús,L1,,,131543.0
2020-04-06,06,Lunes,2020-04,2020,Metrobús,L4,,,17434.0
2020-04-07,07,Martes,2020-04,2020,Metrobús,L2,,,65810.0
2020-04-07,07,Martes,2020-04,2020,Metrobús,L3,,,56170.0
2020-04-07,07,Martes,2020-04,2020,Metrobús,L6,,,69446.0
2020-04-07,07,Martes,2020-04,2020,Metrobús,L7,,,33572.0
2020-04-08,08,Míercoles,2020-04,2020,Metrobús,L2,,,60433.0
2020-04-08,08,Míercoles,2020-04,2020,Metrobús,L3,,,55221.0
2020-04-08,08,Míercoles,2020-04,2020,Metrobús,L4,,,16909.0
2020-04-08,08,Míercoles,2020-04,2020,Metrobús,L5,,,36195.0
2020-04-08,08,Míercoles,2020-04,2020,Metrobús,L7,,,31309.0
2020-04-09,09,Jueves,2020-04,2020,Metrobús,L1,,,85886.0
2020-04-09,09,Jueves,2020-04,2020,Metrobús,L2,,,46861.0
2020-04-09,09,Jueves,2020-04,2020,Metrobús,L6,,,49548.0
2020-04-10,10,Viernes,2020-04,2020,Metrobús,L1,,,65239.0
2020-04-10,10,Viernes,2020-04,2020,Metrobús,L4,,,9424.0
2020-04-10,10,Viernes,2020-04,2020,Metrobús,L6,,,37259.0
2020-04-11,11,Sábado,2020-04,2020,Metrobús,L1,,,60077.0
2020-04-11,11,Sábado,2020-04,2020,Metrobús,L4,,,10974.0
2020-04-11,11,Sábado,2020-04,2020,Metrobús,L5,,,24715.0
2020-04-11,11,Sábado,2020-04,2020,Metrobús,L6,,,38132.0
2020-04-12,12,Domingo,2020-04,2020,Metrobús,L5,,,22246.0
2020-04-12,12,Domingo,2020-04,2020,Metrobús,L6,,,35836.0
2020-04-13,13,Lunes,2020-04,2020,Metrobús,L3,,,65904.0
2020-04-13,13,Lunes,2020-04,2020,Metrobús,L6,,,71098.0
2020-04-15,15,Míercoles,2020-04,2020,Metrobús,L1,,,130502.0
2020-04-15,15,Míercoles,2020-04,2020,Metrobús,L2,,,65886.0
2020-04-15,15,Míercoles,2020-04,2020,Metrobús,L4,,,17161.0
2020-04-15,15,Míercoles,2020-04,2020,Metrobús,L7,,,35509.0
2020-04-16,16,Jueves,2020-04,2020,Metrobús,L1,,,121679.0
2020-04-16,16,Jueves,2020-04,2020,Metrobús,L4,,,17299.0
2020-04-16,16,Jueves,2020-04,2020,Metrobús,L5,,,33953.0
2020-04-17,17,Viernes,2020-04,2020,Metrobús,L6,,,66328.0
2020-04-18,18,Sábado,2020-04,2020,Metrobús,L1,,,72349.0
2020-04-18,18,Sábado,2020-04,2020,Metrobús,L2,,,44801.0
2020-04-18,18,Sábado,2020-04,2020,Metrobús,L4,,,11647.0
2020-04-18,18,Sábado,2020-04,2020,Metrobús,L6,,,48796.0
2020-04-18,18,Sábado,2020-04,2020,Metrobús,L7,,,22698.0
2020-04-19,19,Domingo,2020-04,2020,Metrobús,L2,,,32332.0
2020-04-19,19,Domingo,2020-04,2020,Metrobús,L4,,,8417.0
2020-04-19,19,Domingo,2020-04,2020,Metrobús,L6,,,39506.0
2020-04-20,20,Lunes,2020-04,2020,Metrobús,L4,,,16851.0
2020-04-20,20,Lunes,2020-04,2020,Metrobús,L7,,,33362.0
2020-04-21,21,Martes,2020-04,2020,Metrobús,L2,,,59717.0
2020-04-21,21,Martes,2020-04,2020,Metrobús,L3,,,51208.0
2020-04-21,21,Martes,2020-04,2020,Metrobús,L5,,,32291.0
2020-04-22,22,Míercoles,2020-04,2020,Metrobús,L4,,,15384.0
2020-04-22,22,Míercoles,2020-04,2020,Metrobús,L6,,,62836.0
2020-04-23,23,Jueves,2020-04,2020,Metrobús,L2,,,55583.0
2020-04-23,23,Jueves,2020-04,2020,Metrobús,L4,,,13604.0
2020-04-23,23,Jueves,2020-04,2020,Metrobús,L7,,,29794.0
2020-04-24,24,Viernes,2020-04,2020,Metrobús,L1,,,111592.0
2020-04-24,24,Viernes,2020-04,2020,Metrobús,L5,,,29570.0
2020-04-25,25,Sábado,2020-04,2020,Metrobús,L1,,,67096.0
2020-04-25,25,Sábado,2020-04,2020,Metrobús,L5,,,25803.0
2020-04-25,25,Sábado,2020-04,2020,Metrobús,L7,,,17804.0
2020-04-26,26,Domingo,2020-04,2020,Metrobús,L2,,,28057.0
2020-04-26,26,Domingo,2020-04,2020,Metrobús,L3,,,24054.0
2020-04-26,26,Domingo,2020-04,2020,Metrobús,L5,,,20220.0
2020-04-27,27,Lunes,2020-04,2020,Metrobús,L1,,,109334.0
2020-04-28,28,Martes,2020-04,2020,Metrobús,L1,,,108047.0
2020-04-28,28,Martes,2020-04,2020,Metrobús,L2,,,56004.0
2020-04-28,28,Martes,2020-04,2020,Metrobús,L6,,,61394.0
2020-04-28,28,Martes,2020-04,2020,Metrobús,L7,,,29323.0
2020-04-29,29,Míercoles,2020-04,2020,Metrobús,L4,,,14901.0
2020-04-29,29,Míercoles,2020-04,2020,Metrobús,L6,,,61527.0
2020-04-29,29,Míercoles,2020-04,2020,Metrobús,L7,,,31680.0
2020-04-30,30,Jueves,2020-04,2020,Metrobús,L2,,,58073.0
2020-04-30,30,Jueves,2020-04,2020,Metrobús,L5,,,30655.0
2020-04-30,30,Jueves,2020-04,2020,Metrobús,L6,,,65140.0
2020-05-01,01,Viernes,2020-05,2020,Metrobús,L1,,,68005.0
2020-05-01,01,Viernes,2020-05,2020,Metrobús,L3,,,30136.0
2020-05-01,01,Viernes,2020-05,2020,Metrobús,L5,,,28929.0
2020-05-01,01,Viernes,2020-05,2020,Metrobús,L6,,,43353.0
2020-05-02,02,Sábado,2020-05,2020,Metrobús,L3,,,32896.0
